WigleWifi-1.4,appRelease=2.26,model=yishay,release=5.0.1,device=ja3g,display=LRX22C.I9500XXUHOI1,board=universal5410,brand=samsung,,,
f0:b0:52:3e:c8:1c,Ariel_University,[ESS],01/01/1970 02:00,48,-36,32.10763355,35.20901385,0,50.02990341,WIFI
f0:b0:52:3e:c8:08,Ariel_University,[ESS],01/01/1970 02:00,1,-76,32.10763355,35.20901385,0,50.02990341,WIFI
f0:b0:52:3e:ce:3c,Ariel_University,[ESS],01/01/1970 02:00,36,-84,32.10763355,35.20901385,0,50.02990341,WIFI
f0:b0:52:3e:c8:18,Ariel_University,[ESS],01/01/1970 02:00,11,-46,32.10763355,35.20901385,0,50.02990341,WIFI
f0:b0:52:3e:ce:38,Ariel_University,[ESS],01/01/1970 02:00,1,-82,32.10763355,35.20901385,0,50.02990341,WIFI
f0:b0:52:3e:d3:7c,Ariel_University,[ESS],01/01/1970 02:00,36,-84,32.10763355,35.20901385,0,50.02990341,WIFI
f0:b0:52:be:d6:f7,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,44,-83,32.10763355,35.20901385,0,50.02990341,WIFI
f0:b0:52:3e:d6:f8,Ariel_University,[ESS],01/01/1970 02:00,6,-85,32.10763355,35.20901385,0,50.02990341,WIFI
f0:b0:52:3e:d3:78,Ariel_University,[ESS],01/01/1970 02:00,1,-79,32.10763355,35.20901385,0,50.02990341,WIFI
f0:b0:52:be:c8:07,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,44,-65,32.10763355,35.20901385,0,50.02990341,WIFI
f0:b0:52:be:d3:77,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,36,-83,32.10763355,35.20901385,0,50.02990341,WIFI
f0:b0:52:3e:d6:fc,Ariel_University,[ESS],01/01/1970 02:00,44,-83,32.10736947,35.20876528,0,50.02990341,WIFI
f0:b0:52:3e:c8:0c,Ariel_University,[ESS],01/01/1970 02:00,44,-67,32.10736947,35.20876528,0,50.02990341,WIFI
f0:b0:52:3e:c8:1c,Ariel_University,[ESS],01/01/1970 02:00,48,-35,32.10736947,35.20876528,0,50.02990341,WIFI
f0:b0:52:3e:c8:08,Ariel_University,[ESS],01/01/1970 02:00,1,-79,32.10736947,35.20876528,0,50.02990341,WIFI
f0:b0:52:3e:ce:3c,Ariel_University,[ESS],01/01/1970 02:00,36,-84,32.10736947,35.20876528,0,50.02990341,WIFI
f0:b0:52:3e:c8:18,Ariel_University,[ESS],01/01/1970 02:00,11,-40,32.10736947,35.20876528,0,50.02990341,WIFI
f0:b0:52:3e:ce:38,Ariel_University,[ESS],01/01/1970 02:00,1,-79,32.10736947,35.20876528,0,50.02990341,WIFI
f0:b0:52:3e:d3:7c,Ariel_University,[ESS],01/01/1970 02:00,36,-82,32.10736947,35.20876528,0,50.02990341,WIFI
f0:b0:52:be:d6:f7,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,44,-83,32.10736947,35.20876528,0,50.02990341,WIFI
f0:b0:52:3e:d6:f8,Ariel_University,[ESS],01/01/1970 02:00,6,-85,32.10736947,35.20876528,0,50.02990341,WIFI
f0:b0:52:3e:d3:78,Ariel_University,[ESS],01/01/1970 02:00,1,-79,32.10736947,35.20876528,0,50.02990341,WIFI
f0:b0:52:be:c8:07,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,44,-67,32.10736947,35.20876528,0,50.02990341,WIFI
f0:b0:52:be:d3:77,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,36,-82,32.10736947,35.20876528,0,50.02990341,WIFI
f0:b0:52:be:c8:17,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,48,-37,32.10736947,35.20876528,0,50.02990341,WIFI
f0:b0:52:be:ce:37,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,36,-84,32.10736947,35.20876528,0,50.02990341,WIFI
f0:b0:52:3e:d6:fc,Ariel_University,[ESS],01/01/1970 02:00,44,-84,32.10710539,35.20851671,0,50.02990341,WIFI
f0:b0:52:3e:c8:0c,Ariel_University,[ESS],01/01/1970 02:00,44,-67,32.10710539,35.20851671,0,50.02990341,WIFI
f0:b0:52:3e:c8:1c,Ariel_University,[ESS],01/01/1970 02:00,48,-36,32.10710539,35.20851671,0,50.02990341,WIFI
f0:b0:52:3e:c8:08,Ariel_University,[ESS],01/01/1970 02:00,1,-67,32.10710539,35.20851671,0,50.02990341,WIFI
f0:b0:52:3e:ce:3c,Ariel_University,[ESS],01/01/1970 02:00,36,-84,32.10710539,35.20851671,0,50.02990341,WIFI
f0:b0:52:3e:c8:18,Ariel_University,[ESS],01/01/1970 02:00,11,-40,32.10710539,35.20851671,0,50.02990341,WIFI
f0:b0:52:3e:ce:38,Ariel_University,[ESS],01/01/1970 02:00,1,-76,32.10710539,35.20851671,0,50.02990341,WIFI
f0:b0:52:3e:d3:7c,Ariel_University,[ESS],01/01/1970 02:00,36,-82,32.10710539,35.20851671,0,50.02990341,WIFI
f0:b0:52:be:d6:f7,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,44,-83,32.10710539,35.20851671,0,50.02990341,WIFI
f0:b0:52:3e:d6:f8,Ariel_University,[ESS],01/01/1970 02:00,6,-85,32.10710539,35.20851671,0,50.02990341,WIFI
f0:b0:52:be:c8:07,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,44,-67,32.10710539,35.20851671,0,50.02990341,WIFI
f0:b0:52:be:d3:77,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,36,-82,32.10710539,35.20851671,0,50.02990341,WIFI
f0:b0:52:be:c8:17,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,48,-37,32.10710539,35.20851671,0,50.02990341,WIFI
f0:b0:52:be:ce:37,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,36,-84,32.10710539,35.20851671,0,50.02990341,WIFI
10:be:f5:3a:25:16,ariel_cyber,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,7,-88,32.10710539,35.20851671,0,50.02990341,WIFI
f0:b0:52:3e:61:cc,Ariel_University,[ESS],01/01/1970 02:00,40,-89,32.10710539,35.20851671,0,50.02990341,WIFI
f0:b0:52:3e:d6:fc,Ariel_University,[ESS],01/01/1970 02:00,44,-83,32.10684131,35.20826815,0,50.02990341,WIFI
f0:b0:52:3e:c8:0c,Ariel_University,[ESS],01/01/1970 02:00,44,-58,32.10684131,35.20826815,0,50.02990341,WIFI
f0:b0:52:3e:c8:1c,Ariel_University,[ESS],01/01/1970 02:00,48,-41,32.10684131,35.20826815,0,50.02990341,WIFI
f0:b0:52:3e:c8:08,Ariel_University,[ESS],01/01/1970 02:00,1,-67,32.10684131,35.20826815,0,50.02990341,WIFI
f0:b0:52:3e:ce:3c,Ariel_University,[ESS],01/01/1970 02:00,36,-87,32.10684131,35.20826815,0,50.02990341,WIFI
f0:b0:52:3e:c8:18,Ariel_University,[ESS],01/01/1970 02:00,11,-46,32.10684131,35.20826815,0,50.02990341,WIFI
f0:b0:52:3e:ce:38,Ariel_University,[ESS],01/01/1970 02:00,1,-79,32.10684131,35.20826815,0,50.02990341,WIFI
f0:b0:52:3e:d3:7c,Ariel_University,[ESS],01/01/1970 02:00,36,-82,32.10684131,35.20826815,0,50.02990341,WIFI
f0:b0:52:be:d6:f7,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,44,-83,32.10684131,35.20826815,0,50.02990341,WIFI
f0:b0:52:3e:d6:f8,Ariel_University,[ESS],01/01/1970 02:00,6,-85,32.10684131,35.20826815,0,50.02990341,WIFI
f0:b0:52:be:c8:07,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,44,-67,32.10684131,35.20826815,0,50.02990341,WIFI
f0:b0:52:be:d3:77,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,36,-83,32.10684131,35.20826815,0,50.02990341,WIFI
f0:b0:52:be:c8:17,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,48,-37,32.10684131,35.20826815,0,50.02990341,WIFI
f0:b0:52:be:ce:37,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,36,-84,32.10684131,35.20826815,0,50.02990341,WIFI
10:be:f5:3a:25:16,ariel_cyber,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,7,-88,32.10684131,35.20826815,0,50.02990341,WIFI
f0:b0:52:3e:61:cc,Ariel_University,[ESS],01/01/1970 02:00,40,-89,32.10684131,35.20826815,0,50.02990341,WIFI
f0:b0:52:3e:d6:fc,Ariel_University,[ESS],01/01/1970 02:00,44,-83,32.10657723,35.20801958,0,50.02990341,WIFI
f0:b0:52:3e:c8:0c,Ariel_University,[ESS],01/01/1970 02:00,44,-58,32.10657723,35.20801958,0,50.02990341,WIFI
f0:b0:52:3e:c8:1c,Ariel_University,[ESS],01/01/1970 02:00,48,-46,32.10657723,35.20801958,0,50.02990341,WIFI
f0:b0:52:3e:c8:08,Ariel_University,[ESS],01/01/1970 02:00,1,-64,32.10657723,35.20801958,0,50.02990341,WIFI
f0:b0:52:3e:ce:3c,Ariel_University,[ESS],01/01/1970 02:00,36,-88,32.10657723,35.20801958,0,50.02990341,WIFI
f0:b0:52:3e:c8:18,Ariel_University,[ESS],01/01/1970 02:00,11,-46,32.10657723,35.20801958,0,50.02990341,WIFI
f0:b0:52:3e:ce:38,Ariel_University,[ESS],01/01/1970 02:00,1,-79,32.10657723,35.20801958,0,50.02990341,WIFI
f0:b0:52:3e:d3:7c,Ariel_University,[ESS],01/01/1970 02:00,36,-88,32.10657723,35.20801958,0,50.02990341,WIFI
f0:b0:52:be:d6:f7,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,44,-83,32.10657723,35.20801958,0,50.02990341,WIFI
f0:b0:52:3e:d6:f8,Ariel_University,[ESS],01/01/1970 02:00,6,-88,32.10657723,35.20801958,0,50.02990341,WIFI
f0:b0:52:be:d3:77,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,36,-83,32.10657723,35.20801958,0,50.02990341,WIFI
ec:8c:a2:26:d2:98,Ariel_University,[ESS],01/01/1970 02:00,11,-82,32.10657723,35.20801958,0,50.02990341,WIFI
f0:b0:52:3e:c7:8c,Ariel_University,[ESS],01/01/1970 02:00,56,-87,32.10657723,35.20801958,0,50.02990341,WIFI
24:c9:a1:36:52:d8,Ariel_University,[ESS],01/01/1970 02:00,6,-88,32.10657723,35.20801958,0,50.02990341,WIFI
f0:b0:52:3e:d6:fc,Ariel_University,[ESS],01/01/1970 02:00,44,-78,32.10631315,35.20777101,0,50.02990341,WIFI
f0:b0:52:3e:c8:0c,Ariel_University,[ESS],01/01/1970 02:00,44,-69,32.10631315,35.20777101,0,50.02990341,WIFI
f0:b0:52:3e:c8:1c,Ariel_University,[ESS],01/01/1970 02:00,48,-52,32.10631315,35.20777101,0,50.02990341,WIFI
f0:b0:52:3e:c8:08,Ariel_University,[ESS],01/01/1970 02:00,1,-64,32.10631315,35.20777101,0,50.02990341,WIFI
f0:b0:52:3e:ce:3c,Ariel_University,[ESS],01/01/1970 02:00,36,-82,32.10631315,35.20777101,0,50.02990341,WIFI
f0:b0:52:3e:c8:18,Ariel_University,[ESS],01/01/1970 02:00,11,-49,32.10631315,35.20777101,0,50.02990341,WIFI
f0:b0:52:3e:ce:38,Ariel_University,[ESS],01/01/1970 02:00,1,-76,32.10631315,35.20777101,0,50.02990341,WIFI
f0:b0:52:3e:d3:7c,Ariel_University,[ESS],01/01/1970 02:00,36,-88,32.10631315,35.20777101,0,50.02990341,WIFI
f0:b0:52:be:d6:f7,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,44,-83,32.10631315,35.20777101,0,50.02990341,WIFI
f0:b0:52:3e:d6:f8,Ariel_University,[ESS],01/01/1970 02:00,6,-79,32.10631315,35.20777101,0,50.02990341,WIFI
f0:b0:52:be:d3:77,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,36,-83,32.10631315,35.20777101,0,50.02990341,WIFI
ec:8c:a2:26:d2:98,Ariel_University,[ESS],01/01/1970 02:00,11,-82,32.10631315,35.20777101,0,50.02990341,WIFI
f0:b0:52:3e:c7:8c,Ariel_University,[ESS],01/01/1970 02:00,56,-85,32.10631315,35.20777101,0,50.02990341,WIFI
24:c9:a1:36:52:d8,Ariel_University,[ESS],01/01/1970 02:00,6,-88,32.10631315,35.20777101,0,50.02990341,WIFI
1c:b9:c4:16:05:dc,Smart-Class,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],01/01/1970 02:00,52,-87,32.10631315,35.20777101,0,50.02990341,WIFI
b0:e2:35:d0:bb:a0,gili,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,6,-85,32.10631315,35.20777101,0,50.02990341,WIFI
10:be:f5:3a:25:16,ariel_cyber,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,7,-88,32.10631315,35.20777101,0,50.02990341,WIFI
f0:b0:52:3e:c8:2c,Ariel_University,[ESS],01/01/1970 02:00,44,-85,32.10631315,35.20777101,0,50.02990341,WIFI
f0:b0:52:3e:cc:78,Ariel_University,[ESS],01/01/1970 02:00,6,-82,32.10631315,35.20777101,0,50.02990341,WIFI
f0:b0:52:3e:61:cc,Ariel_University,[ESS],01/01/1970 02:00,40,-87,32.10631315,35.20777101,0,50.02990341,WIFI
f0:b0:52:3e:cc:7c,Ariel_University,[ESS],01/01/1970 02:00,44,-87,32.10631315,35.20777101,0,50.02990341,WIFI
f0:b0:52:3e:da:1c,Ariel_University,[ESS],01/01/1970 02:00,58,-88,32.10631315,35.20777101,0,50.02990341,WIFI
f0:b0:52:3e:d6:fc,Ariel_University,[ESS],01/01/1970 02:00,44,-66,32.10604907,35.20752245,0,50.02990341,WIFI
f0:b0:52:3e:c8:0c,Ariel_University,[ESS],01/01/1970 02:00,44,-60,32.10604907,35.20752245,0,50.02990341,WIFI
f0:b0:52:3e:c8:1c,Ariel_University,[ESS],01/01/1970 02:00,48,-52,32.10604907,35.20752245,0,50.02990341,WIFI
f0:b0:52:3e:c8:08,Ariel_University,[ESS],01/01/1970 02:00,1,-64,32.10604907,35.20752245,0,50.02990341,WIFI
f0:b0:52:3e:ce:3c,Ariel_University,[ESS],01/01/1970 02:00,36,-82,32.10604907,35.20752245,0,50.02990341,WIFI
f0:b0:52:3e:c8:18,Ariel_University,[ESS],01/01/1970 02:00,11,-58,32.10604907,35.20752245,0,50.02990341,WIFI
f0:b0:52:3e:ce:38,Ariel_University,[ESS],01/01/1970 02:00,1,-70,32.10604907,35.20752245,0,50.02990341,WIFI
f0:b0:52:3e:d3:7c,Ariel_University,[ESS],01/01/1970 02:00,36,-88,32.10604907,35.20752245,0,50.02990341,WIFI
f0:b0:52:3e:d6:f8,Ariel_University,[ESS],01/01/1970 02:00,6,-73,32.10604907,35.20752245,0,50.02990341,WIFI
ec:8c:a2:26:d2:98,Ariel_University,[ESS],01/01/1970 02:00,11,-82,32.10604907,35.20752245,0,50.02990341,WIFI
f0:b0:52:3e:c7:8c,Ariel_University,[ESS],01/01/1970 02:00,56,-85,32.10604907,35.20752245,0,50.02990341,WIFI
24:c9:a1:36:52:d8,Ariel_University,[ESS],01/01/1970 02:00,6,-88,32.10604907,35.20752245,0,50.02990341,WIFI
1c:b9:c4:16:05:dc,Smart-Class,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],01/01/1970 02:00,52,-87,32.10604907,35.20752245,0,50.02990341,WIFI
b0:e2:35:d0:bb:a0,gili,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,6,-85,32.10604907,35.20752245,0,50.02990341,WIFI
10:be:f5:3a:25:16,ariel_cyber,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,7,-82,32.10604907,35.20752245,0,50.02990341,WIFI
f0:b0:52:3e:c8:2c,Ariel_University,[ESS],01/01/1970 02:00,44,-85,32.10604907,35.20752245,0,50.02990341,WIFI
f0:b0:52:3e:cc:78,Ariel_University,[ESS],01/01/1970 02:00,6,-73,32.10604907,35.20752245,0,50.02990341,WIFI
f0:b0:52:3e:61:cc,Ariel_University,[ESS],01/01/1970 02:00,40,-83,32.10604907,35.20752245,0,50.02990341,WIFI
f0:b0:52:3e:cc:7c,Ariel_University,[ESS],01/01/1970 02:00,44,-87,32.10604907,35.20752245,0,50.02990341,WIFI
f0:b0:52:3e:da:1c,Ariel_University,[ESS],01/01/1970 02:00,58,-88,32.10604907,35.20752245,0,50.02990341,WIFI
f0:b0:52:be:d0:07,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,44,-86,32.10604907,35.20752245,0,50.02990341,WIFI
f0:b0:52:3e:d0:08,Ariel_University,[ESS],01/01/1970 02:00,6,-79,32.10604907,35.20752245,0,50.02990341,WIFI
f0:b0:52:3e:d0:0c,Ariel_University,[ESS],01/01/1970 02:00,44,-88,32.10604907,35.20752245,0,50.02990341,WIFI
f0:b0:52:3e:d6:fc,Ariel_University,[ESS],01/01/1970 02:00,44,-66,32.10578499,35.20727388,0,50.02990341,WIFI
f0:b0:52:3e:c8:0c,Ariel_University,[ESS],01/01/1970 02:00,44,-60,32.10578499,35.20727388,0,50.02990341,WIFI
f0:b0:52:3e:c8:1c,Ariel_University,[ESS],01/01/1970 02:00,48,-55,32.10578499,35.20727388,0,50.02990341,WIFI
f0:b0:52:3e:c8:08,Ariel_University,[ESS],01/01/1970 02:00,1,-61,32.10578499,35.20727388,0,50.02990341,WIFI
f0:b0:52:3e:ce:3c,Ariel_University,[ESS],01/01/1970 02:00,36,-77,32.10578499,35.20727388,0,50.02990341,WIFI
f0:b0:52:3e:c8:18,Ariel_University,[ESS],01/01/1970 02:00,11,-61,32.10578499,35.20727388,0,50.02990341,WIFI
f0:b0:52:3e:ce:38,Ariel_University,[ESS],01/01/1970 02:00,1,-67,32.10578499,35.20727388,0,50.02990341,WIFI
f0:b0:52:3e:d6:f8,Ariel_University,[ESS],01/01/1970 02:00,6,-76,32.10578499,35.20727388,0,50.02990341,WIFI
ec:8c:a2:26:d2:98,Ariel_University,[ESS],01/01/1970 02:00,11,-67,32.10578499,35.20727388,0,50.02990341,WIFI
f0:b0:52:3e:c7:8c,Ariel_University,[ESS],01/01/1970 02:00,56,-85,32.10578499,35.20727388,0,50.02990341,WIFI
1c:b9:c4:16:05:dc,Smart-Class,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],01/01/1970 02:00,52,-84,32.10578499,35.20727388,0,50.02990341,WIFI
10:be:f5:3a:25:16,ariel_cyber,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,7,-85,32.10578499,35.20727388,0,50.02990341,WIFI
f0:b0:52:3e:cc:78,Ariel_University,[ESS],01/01/1970 02:00,6,-73,32.10578499,35.20727388,0,50.02990341,WIFI
f0:b0:52:3e:61:cc,Ariel_University,[ESS],01/01/1970 02:00,40,-85,32.10578499,35.20727388,0,50.02990341,WIFI
f0:b0:52:be:d0:07,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,44,-86,32.10578499,35.20727388,0,50.02990341,WIFI
f0:b0:52:3e:d0:08,Ariel_University,[ESS],01/01/1970 02:00,6,-79,32.10578499,35.20727388,0,50.02990341,WIFI
f0:b0:52:3e:d0:0c,Ariel_University,[ESS],01/01/1970 02:00,44,-88,32.10578499,35.20727388,0,50.02990341,WIFI
f0:b0:52:be:c8:17,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,48,-58,32.10578499,35.20727388,0,50.02990341,WIFI
f0:b0:52:be:61:c7,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,40,-86,32.10578499,35.20727388,0,50.02990341,WIFI
f0:b0:52:3e:c7:88,Ariel_University,[ESS],01/01/1970 02:00,1,-79,32.10578499,35.20727388,0,50.02990341,WIFI
f0:b0:52:3e:c8:1c,Ariel_University,[ESS],01/01/1970 02:00,48,-57,32.10552092,35.20702531,0,50.02990341,WIFI
f0:b0:52:3e:c8:08,Ariel_University,[ESS],01/01/1970 02:00,1,-58,32.10552092,35.20702531,0,50.02990341,WIFI
f0:b0:52:3e:ce:3c,Ariel_University,[ESS],01/01/1970 02:00,36,-79,32.10552092,35.20702531,0,50.02990341,WIFI
f0:b0:52:3e:c8:18,Ariel_University,[ESS],01/01/1970 02:00,11,-70,32.10552092,35.20702531,0,50.02990341,WIFI
f0:b0:52:3e:ce:38,Ariel_University,[ESS],01/01/1970 02:00,1,-67,32.10552092,35.20702531,0,50.02990341,WIFI
f0:b0:52:3e:d6:f8,Ariel_University,[ESS],01/01/1970 02:00,6,-73,32.10552092,35.20702531,0,50.02990341,WIFI
ec:8c:a2:26:d2:98,Ariel_University,[ESS],01/01/1970 02:00,11,-61,32.10552092,35.20702531,0,50.02990341,WIFI
1c:b9:c4:16:05:dc,Smart-Class,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],01/01/1970 02:00,52,-71,32.10552092,35.20702531,0,50.02990341,WIFI
10:be:f5:3a:25:16,ariel_cyber,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,7,-85,32.10552092,35.20702531,0,50.02990341,WIFI
f0:b0:52:3e:cc:78,Ariel_University,[ESS],01/01/1970 02:00,6,-67,32.10552092,35.20702531,0,50.02990341,WIFI
f0:b0:52:3e:61:cc,Ariel_University,[ESS],01/01/1970 02:00,40,-85,32.10552092,35.20702531,0,50.02990341,WIFI
f0:b0:52:be:c8:17,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,48,-58,32.10552092,35.20702531,0,50.02990341,WIFI
f0:b0:52:be:61:c7,,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,40,-86,32.10552092,35.20702531,0,50.02990341,WIFI
f0:b0:52:3e:c7:88,Ariel_University,[ESS],01/01/1970 02:00,1,-79,32.10552092,35.20702531,0,50.02990341,WIFI
f0:b0:52:3e:c8:1c,Ariel_University,[ESS],01/01/1970 02:00,48,-79,32.10525684,35.20677675,0,50.02990341,WIFI
f0:b0:52:3e:c8:08,Ariel_University,[ESS],01/01/1970 02:00,1,-73,32.10525684,35.20677675,0,50.02990341,WIFI
f0:b0:52:3e:ce:3c,Ariel_University,[ESS],01/01/1970 02:00,36,-89,32.10525684,35.20677675,0,50.02990341,WIFI
f0:b0:52:3e:c8:18,Ariel_University,[ESS],01/01/1970 02:00,11,-79,32.10525684,35.20677675,0,50.02990341,WIFI
f0:b0:52:3e:ce:38,Ariel_University,[ESS],01/01/1970 02:00,1,-85,32.10525684,35.20677675,0,50.02990341,WIFI
f0:b0:52:3e:d6:f8,Ariel_University,[ESS],01/01/1970 02:00,6,-67,32.10525684,35.20677675,0,50.02990341,WIFI
ec:8c:a2:26:d2:98,Ariel_University,[ESS],01/01/1970 02:00,11,-64,32.10525684,35.20677675,0,50.02990341,WIFI
1c:b9:c4:16:05:dc,Smart-Class,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],01/01/1970 02:00,52,-74,32.10525684,35.20677675,0,50.02990341,WIFI
10:be:f5:3a:25:16,ariel_cyber,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,7,-88,32.10525684,35.20677675,0,50.02990341,WIFI
f0:b0:52:3e:cc:78,Ariel_University,[ESS],01/01/1970 02:00,6,-88,32.10525684,35.20677675,0,50.02990341,WIFI
f0:b0:52:3e:cc:7c,Ariel_University,[ESS],01/01/1970 02:00,44,-59,32.10525684,35.20677675,0,50.02990341,WIFI
f0:b0:52:3e:c8:0c,Ariel_University,[ESS],01/01/1970 02:00,44,-71,32.10525684,35.20677675,0,50.02990341,WIFI
f0:b0:52:3e:d6:fc,Ariel_University,[ESS],01/01/1970 02:00,44,-72,32.10525684,35.20677675,0,50.02990341,WIFI
f0:b0:52:3e:d0:0c,Ariel_University,[ESS],01/01/1970 02:00,44,-77,32.10525684,35.20677675,0,50.02990341,WIFI
f0:b0:52:3e:c8:2c,Ariel_University,[ESS],01/01/1970 02:00,44,-80,32.10525684,35.20677675,0,50.02990341,WIFI
f0:b0:52:3e:d0:08,Ariel_University,[ESS],01/01/1970 02:00,6,-79,32.10525684,35.20677675,0,50.02990341,WIFI
f0:b0:52:3e:c8:1c,Ariel_University,[ESS],09/11/2017 15:13,48,-74,32.10494886,35.20655854,744.5554634,48,WIFI
f0:b0:52:3e:c8:08,Ariel_University,[ESS],09/11/2017 15:13,1,-70,32.10494886,35.20655854,744.5554634,48,WIFI
f0:b0:52:3e:ce:3c,Ariel_University,[ESS],09/11/2017 15:13,36,-86,32.10494886,35.20655854,744.5554634,48,WIFI
f0:b0:52:3e:c8:18,Ariel_University,[ESS],09/11/2017 15:13,11,-79,32.10494886,35.20655854,744.5554634,48,WIFI
f0:b0:52:3e:ce:38,Ariel_University,[ESS],09/11/2017 15:13,1,-82,32.10494886,35.20655854,744.5554634,48,WIFI
f0:b0:52:3e:d6:f8,Ariel_University,[ESS],09/11/2017 15:13,6,-70,32.10494886,35.20655854,744.5554634,48,WIFI
ec:8c:a2:26:d2:98,Ariel_University,[ESS],09/11/2017 15:13,11,-55,32.10494886,35.20655854,744.5554634,48,WIFI
1c:b9:c4:16:05:dc,Smart-Class,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],09/11/2017 15:13,52,-79,32.10494886,35.20655854,744.5554634,48,WIFI
10:be:f5:3a:25:16,ariel_cyber,[WPA2-PSK-CCMP][ESS],09/11/2017 15:13,7,-82,32.10494886,35.20655854,744.5554634,48,WIFI
f0:b0:52:3e:cc:78,Ariel_University,[ESS],09/11/2017 15:13,6,-67,32.10494886,35.20655854,744.5554634,48,WIFI
f0:b0:52:3e:cc:7c,Ariel_University,[ESS],09/11/2017 15:13,44,-52,32.10494886,35.20655854,744.5554634,48,WIFI
f0:b0:52:3e:c8:0c,Ariel_University,[ESS],09/11/2017 15:13,44,-67,32.10494886,35.20655854,744.5554634,48,WIFI
f0:b0:52:3e:d6:fc,Ariel_University,[ESS],09/11/2017 15:13,44,-61,32.10494886,35.20655854,744.5554634,48,WIFI
f0:b0:52:3e:d0:0c,Ariel_University,[ESS],09/11/2017 15:13,44,-81,32.10494886,35.20655854,744.5554634,48,WIFI
f0:b0:52:3e:c8:2c,Ariel_University,[ESS],09/11/2017 15:13,44,-73,32.10494886,35.20655854,744.5554634,48,WIFI
f0:b0:52:3e:d0:08,Ariel_University,[ESS],09/11/2017 15:13,6,-82,32.10494886,35.20655854,744.5554634,48,WIFI
f0:b0:52:be:d6:f7,,[WPA2-PSK-CCMP][ESS],09/11/2017 15:13,44,-66,32.10494886,35.20655854,744.5554634,48,WIFI
f0:b0:52:3e:61:cc,Ariel_University,[ESS],09/11/2017 15:13,40,-88,32.10494886,35.20655854,744.5554634,48,WIFI
42501_10072_480148,012 Mobile,HSDPA;il,09/11/2017 15:13,0,-87,32.10494886,35.20655854,744.5554634,48,GSM
f0:b0:52:3e:d6:f8,Ariel_University,[ESS],09/11/2017 15:13,6,-64,32.10494886,35.20655854,744.5554634,48,WIFI
f0:b0:52:3e:cc:78,Ariel_University,[ESS],09/11/2017 15:13,6,-58,32.10494886,35.20655854,744.5554634,48,WIFI
f0:b0:52:3e:d0:08,Ariel_University,[ESS],09/11/2017 15:13,6,-76,32.10494886,35.20655854,744.5554634,48,WIFI
f0:b0:52:3e:d6:f8,Ariel_University,[ESS],09/11/2017 15:13,6,-58,32.10494886,35.20655854,744.5554634,48,WIFI
1c:b9:c4:16:05:dc,Smart-Class,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],09/11/2017 15:13,52,-73,32.10494886,35.20655854,744.5554634,48,WIFI
f0:b0:52:be:c8:27,,[WPA2-PSK-CCMP][ESS],09/11/2017 15:13,44,-75,32.10494886,35.20655854,744.5554634,48,WIFI
